SKU,Processor,vCPUs (Qty.),Memory (GB),Max Temp Storage Disks (Qty.),Temp Disk Size (GiB),Temp Disk Random Read (RR)1 IOPS,Temp Disk Random Read (RR)1 Throughput (MB/s),Temp Disk Random Write (RW)1 IOPS,Temp Disk Random Write (RW)1 Throughput (MB/s),Max Remote Storage Disks (Qty.),Uncached Premium SSD IOPS,Uncached Premium SSD Throughput (MB/s),Uncached Premium SSD Burst1 IOPS,Uncached Premium SSD Burst1 Throughput (MB/s),Uncached Ultra Disk and Premium SSD v2 IOPS,Uncached Ultra Disk and Premium SSD v2 Throughput (MB/s),Uncached Burst1 Ultra Disk and Premium SSD v2 IOPS,Uncached Burst1 Ultra Disk and Premium SSD v2 Throughput (MB/s),Max NICs (Qty.),Max Network Bandwidth (Mb/s),Premium Storage,Premium Storage caching,Live Migration,Memory Preserving Updates,Generation 2 VMs,Generation 1 VMs,Accelerated Networking,Ephemeral OS Disk,Temporary local NVMe disks,Nested Virtualization,NVMe storage,Constrained core,Accelerators (Qty.),Accelerator-Memory (GB),Temp Disk Random Read (RR)1 Throughput (MBps),Temp Disk Random Write (RW)1 Throughput (MBps),Max Network Bandwidth (Mbps),VM Generation Support,Ephemeral OS Disks,Base CPU Performance of VM (%)1,Initial Credits (Qty.),Credits banked/hour (Qty.),Max Banked Credits (Qty.),Uncached Premium SSD Throughput (MBps),Uncached Premium SSD Burst1 Throughput (MBps),Local temporary storage,Temp Disk Size (GiB)1,Temp Disk Random Read (RR)2 IOPS3,Temp Disk Random Read (RR)2 Throughput (MBps)3,Uncached Ultra Disk and Premium SSD v2 Throughput (MBps),Uncached Burst1 Ultra Disk and Premium SSD v2 Throughput (MBps),Azure Disk Encryption for Linux VMs,Azure Disk Encryption for Windows VMs,"Temp Disk Random Read (RR)1,2 IOPS3","Temp Disk Random Read (RR)1,2 Throughput (MBps)3",Trusted Launch,Cores (Qty.),EPC Memory (GiB),Temp Disk Random Read (RR) IOPS,Temp Disk Random Read (RR) Throughput (MBps),EPC Memory (MiB),Accelerated Networking1,Temp Disk Random Write (RW)2 IOPS3,Temp Disk Random Write (RW)2 Throughput (MBps)3,Uncached Burst1  Ultra Disk and Premium SSD v2 IOPS,Uncached Burst1  Ultra Disk and Premium SSD v2 Throughput (MBps),Memory (GiB),Temp Disk Random Read1 IOPS,Temp Disk Sequential Read 1 Throughput (MBps),Temp Disk Random Write 1 IOPS,Temp Disk Sequential Write1 Throughput (MBps),Max Temp Storage (Qty.),Temp Storage Size (GiB),Temp ReadWrite Storage IOPS,Temp ReadWrite Storage Speed (MBps),Max Remote Storage (Qty.),Uncached Storage IOPS,Uncached Storage Speed (MBps),Uncached Storage Burst1 IOPS,Uncached Storage Burst1 Speed (MBps),Temp Disk Sequential Read1 Throughput (MBps),Temp Disk Random Write1 IOPS,Disk Cache Size (GiB),Cached Disk Random Read (RR)1 IOPS,Cached Disk Random Read (RR)1 Throughput (MBps),Accelerator Memory (GB),Hibernation,Uncached Disk IOPS,Uncached Disk Speed (MBps),Max Bandwidth (Mbps),Temp Disk Size (TB),Max Front-end NICs (Qty.),Max Front-end Bandwidth (Mbps),Max Scale-up NICS (Qty.),Max Scale-Up Bandwidth (Gbps)1,Max Scale-out NICS (Qty.),Max Scale-Out Bandwidth (TBps)2,Max Scale-Up Bandwidth (TBps)1,Max Scale-Out Bandwidth (Gbps)2,Max NVMe Disks (Qty.),NVMe Disk Size (TiB),Infiniband,NVMe Disk Size (GiB),L3 Cache (MB),Memory Bandwidth (GB/s),Base CPU Frequency (GHz),Single-core Frequency Peak (GHz),All-core Frequency Peak (GHz),Local Solid State Disks (Qty.),Local Solid State Disk Size (GiB),Backend NICs (Qty.),RDMA Performance (Gb/s),Backend Network,L3 Cache (GB),Memory Bandwidth (TB/s),Temp Disk Random Read (RR)2 Throughput (MB/s)3,Temp Disk Random Write (RW)2 Throughput (MB/s)3,Temp Disk Random Read (RR)1 IOPS,Temp Disk Random Read (RR)1 Throughput (MB/s),Temp Disk Random Write (RW)1 IOPS,Temp Disk Random Write (RW)1 Throughput (MB/s),Max Temp Disk Random Read (RR)1 IOPS,Max Temp Disk Random Read (RR)1 Throughput (MB/s),Max Temp Disk Cache Size (GiB),Max Temp Disk Burst2 IOPS,Max Temp Disk Burst2 Throughput (MB/s),Max Uncached Premium SSD IOPS,Max Uncached Premium SSD Throughput (MB/s),Max Uncached Premium SSD Burst1 IOPS,Max Uncached Premium SSD Burst1 Throughput (MB/s),Write Accelerator,Max Uncached Ultra Disk and Premium SSD v2 IOPS,Max Uncached Ultra Disk and Premium SSD v2 Throughput (MB/s),Max Temp Disk Sequential Read (SR)1 IOPS,Max Temp Disk Sequential Read (SR)1 Throughput (MB/s),Temp Disk Size (GB),Temp Disk Sequential Read1 Throughput (MB/s),Temp Disk Sequential Write1 Throughput (MB/s)
Standard_E8d_v4,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],8,64,1,300,38000,500,,,16,12800,192,16000,400,,,,,4,12500,Not Supported,Not Supported,Supported,Supported,Supported,Supported,Supported,Not Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E16d_v4,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],16,128,1,600,75000,1000,,,32,25600,384,32000,800,,,,,8,12500,Not Supported,Not Supported,Supported,Supported,Supported,Supported,Supported,Not Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E20d_v4,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],20,160,1,750,94000,1250,,,32,32000,480,40000,1000,,,,,8,16000,Not Supported,Not Supported,Supported,Supported,Supported,Supported,Supported,Not Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E32d_v4,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],32,256,1,1200,150000,2000,,,32,51200,768,64000,1600,,,,,8,16000,Not Supported,Not Supported,Supported,Supported,Supported,Supported,Supported,Not Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E48d_v4,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],48,384,1,1800,225000,3000,,,32,76800,1152,80000,2000,,,,,8,24000,Not Supported,Not Supported,Supported,Supported,Supported,Supported,Supported,Not Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E64d_v4,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],64,504,1,2400,300000,4000,,,32,80000,1200,80000,2000,,,,,8,30000,Not Supported,Not Supported,Supported,Supported,Supported,Supported,Supported,Not Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E2d_v5,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],2,16,1,75,9000,125,,,4,3750,85,10000,1200,,,,,2,12500,Not Supported,Not Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E4d_v5,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],4,32,1,150,19000,250,,,8,6400,145,20000,1200,,,,,2,12500,Not Supported,Not Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E8d_v5,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],8,64,1,300,38000,500,,,16,12800,290,20000,1200,,,,,4,12500,Not Supported,Not Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E16d_v5,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],16,128,1,600,75000,1000,,,32,25600,600,40000,1200,,,,,8,12500,Not Supported,Not Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E20d_v5,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],20,160,1,750,94000,1250,,,32,32000,750,64000,1600,,,,,8,12500,Not Supported,Not Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E32d_v5,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],32,256,1,1200,150000,2000,,,32,51200,865,80000,2000,,,,,8,16000,Not Supported,Not Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E48d_v5,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],48,384,1,1800,225000,3000,,,32,76800,1315,80000,3000,,,,,8,24000,Not Supported,Not Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E64d_v5,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],64,512,1,2400,300000,4000,,,32,80000,1735,80000,3000,,,,,8,30000,Not Supported,Not Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E96d_v5,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],96,672,1,3600,450000,4000,,,32,80000,2600,80000,4000,,,,,8,35000,Not Supported,Not Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E104id_v52,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],104,672,1,3800,450000,4000,,,64,120000,4000,120000,4000,,,,,8,100000,Not Supported,Not Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E2nds_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],2,16,1,110,,,,,,,,,,,,,,4,25000,Supported,Supported,Not Supported,Supported,Supported,Not Supported,Supported,Supported,Supported,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37500,180,15000,90,,,,,,,,,,,,,,,,,
Standard_E4nds_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],4,32,1,220,,,,,,,,,,,,,,4,30000,Supported,Supported,Not Supported,Supported,Supported,Not Supported,Supported,Supported,Supported,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75000,360,30000,180,,,,,,,,,,,,,,,,,
Standard_E8nds_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],8,64,1,440,,,,,,,,,,,,,,8,40000,Supported,Supported,Not Supported,Supported,Supported,Not Supported,Supported,Supported,Supported,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,720,60000,360,,,,,,,,,,,,,,,,,
Standard_E16nds_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],16,128,2,440,,,,,,,,,,,,,,8,50000,Supported,Supported,Not Supported,Supported,Supported,Not Supported,Supported,Supported,Supported,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000,1440,120000,720,,,,,,,,,,,,,,,,,
Standard_E32nds_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],32,256,4,440,,,,,,,,,,,,,,8,50000,Supported,Supported,Not Supported,Supported,Supported,Not Supported,Supported,Supported,Supported,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000,2880,240000,1440,,,,,,,,,,,,,,,,,
Standard_E48nds_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],48,384,6,440,,,,,,,,,,,,,,8,75000,Supported,Supported,Not Supported,Supported,Supported,Not Supported,Supported,Supported,Supported,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900000,4320,360000,2160,,,,,,,,,,,,,,,,,
Standard_E64nds_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],64,512,4,880,,,,,,,,,,,,,,8,100000,Supported,Supported,Not Supported,Supported,Supported,Not Supported,Supported,Supported,Supported,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200000,5760,480000,2880,,,,,,,,,,,,,,,,,
Standard_E96nds_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],96,768,6,880,,,,,,,,,,,,,,15,150000,Supported,Supported,Not Supported,Supported,Supported,Not Supported,Supported,Supported,Supported,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800000,8640,720000,4320,,,,,,,,,,,,,,,,,
Standard_E128nds_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],128,1024,4,1760,,,,,,,,,,,,,,15,200000,Supported,Supported,Not Supported,Supported,Supported,Not Supported,Supported,Supported,Supported,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400000,11520,960000,5760,,,,,,,,,,,,,,,,,
Standard_E2ns_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],2,16,,,,,,,,,,,,,,,,4,25000,Supported,Supported,Not Supported,Supported,Supported,Not Supported,Supported,Not Supported,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E4ns_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],4,32,,,,,,,,,,,,,,,,4,30000,Supported,Supported,Not Supported,Supported,Supported,Not Supported,Supported,Not Supported,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E8ns_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],8,64,,,,,,,,,,,,,,,,8,40000,Supported,Supported,Not Supported,Supported,Supported,Not Supported,Supported,Not Supported,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E16ns_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],16,128,,,,,,,,,,,,,,,,8,50000,Supported,Supported,Not Supported,Supported,Supported,Not Supported,Supported,Not Supported,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E32ns_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],32,256,,,,,,,,,,,,,,,,8,50000,Supported,Supported,Not Supported,Supported,Supported,Not Supported,Supported,Not Supported,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E48ns_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],48,384,,,,,,,,,,,,,,,,8,75000,Supported,Supported,Not Supported,Supported,Supported,Not Supported,Supported,Not Supported,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E64ns_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],64,512,,,,,,,,,,,,,,,,8,100000,Supported,Supported,Not Supported,Supported,Supported,Not Supported,Supported,Not Supported,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E96ns_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],96,768,,,,,,,,,,,,,,,,15,150000,Supported,Supported,Not Supported,Supported,Supported,Not Supported,Supported,Not Supported,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E128ns_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],128,1024,,,,,,,,,,,,,,,,15,200000,Supported,Supported,Not Supported,Supported,Supported,Not Supported,Supported,Not Supported,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E2pds_v5,Ampere Altra   [ARM-64],2,16,1,75,9375,125,,,4,3750,85,10000,1200,,,,,2,12500,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,Supported,,Not Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E4pds_v5,Ampere Altra   [ARM-64],4,32,1,150,19000,250,,,8,6400,145,20000,1200,,,,,2,12500,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,Supported,,Not Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E8pds_v5,Ampere Altra   [ARM-64],8,64,1,300,38000,500,,,16,12800,290,20000,1200,,,,,4,12500,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,Supported,,Not Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E16pds_v5,Ampere Altra   [ARM-64],16,128,1,600,75000,1000,,,32,25600,600,40000,1200,,,,,4,12500,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,Supported,,Not Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E20pds_v5,Ampere Altra   [ARM-64],20,160,1,750,95000,1250,,,32,32000,750,64000,1600,,,,,8,12500,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,Supported,,Not Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E32pds_v5,Ampere Altra   [ARM-64],32,208,1,1200,150000,2000,,,32,51200,865,80000,2000,,,,,8,16000,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,Supported,,Not Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E2pds_v6,Azure Cobalt 100 [ARM-64],2,,1,,,,,,,3750,106,10000,1250,4163,124,11100,1463,2,12500,Supported,Supported,Supported,Supported,,,Supported,,Supported,Not Supported,,,,,,,,Generation 2,Supported,,,,,,,,110,37500,,,,Not Supported,Not Supported,,,,,,,,,,15000,,,,16,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,180,,,,,,,,,,,,,,,,,,,,,
Standard_E4pds_v6,Azure Cobalt 100 [ARM-64],4,,1,,,,,,,6400,212,20000,1250,8333,248,26040,1463,2,12500,Supported,Supported,Supported,Supported,,,Supported,,Supported,Not Supported,,,,,,,,Generation 2,Supported,,,,,,,,220,75000,,,,Not Supported,Not Supported,,,,,,,,,,30000,,,,32,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,360,,,,,,,,,,,,,,,,,,,,,
Standard_E8pds_v6,Azure Cobalt 100 [ARM-64],8,,1,,,,,,,12800,424,20000,1250,16666,496,26040,1463,4,15000,Supported,Supported,Supported,Supported,,,Supported,,Supported,Not Supported,,,,,,,,Generation 2,Supported,,,,,,,,440,150000,,,,Not Supported,Not Supported,,,,,,,,,,60000,,,,64,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,720,,,,,,,,,,,,,,,,,,,,,
Standard_E16pds_v6,Azure Cobalt 100 [ARM-64],16,,2,,,,,,,25600,848,40000,1250,33331,992,52080,1463,8,15000,Supported,Supported,Supported,Supported,,,Supported,,Supported,Not Supported,,,,,,,,Generation 2,Supported,,,,,,,,440,300000,,,,Not Supported,Not Supported,,,,,,,,,,120000,,,,128,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,1440,,,,,,,,,,,,,,,,,,,,,
Standard_E32pds_v6,Azure Cobalt 100 [ARM-64],32,,4,,,,,,,51200,1696,80000,2000,66662,1984,104160,2340,8,20000,Supported,Supported,Supported,Supported,,,Supported,,Supported,Not Supported,,,,,,,,Generation 2,Supported,,,,,,,,440,600000,,,,Not Supported,Not Supported,,,,,,,,,,240000,,,,256,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440,2880,,,,,,,,,,,,,,,,,,,,,
Standard_E48pds_v6,Azure Cobalt 100 [ARM-64],48,,6,,,,,,,76800,2544,80000,3000,99994,2976,104160,3510,8,30000,Supported,Supported,Supported,Supported,,,Supported,,Supported,Not Supported,,,,,,,,Generation 2,Supported,,,,,,,,440,900000,,,,Not Supported,Not Supported,,,,,,,,,,360000,,,,384,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160,4320,,,,,,,,,,,,,,,,,,,,,
Standard_E64pds_v6,Azure Cobalt 100 [ARM-64],64,,4,,,,,,,102400,3392,102400,3392,133325,3969,133325,3969,8,40000,Supported,Supported,Supported,Supported,,,Supported,,Supported,Not Supported,,,,,,,,Generation 2,Supported,,,,,,,,880,1200000,,,,Not Supported,Not Supported,,,,,,,,,,480000,,,,512,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880,5760,,,,,,,,,,,,,,,,,,,,,
