SKU,Processor,vCPUs (Qty.),Memory (GB),Max Temp Storage Disks (Qty.),Temp Disk Size (GiB),Temp Disk Random Read (RR)1 IOPS,Temp Disk Random Read (RR)1 Throughput (MB/s),Temp Disk Random Write (RW)1 IOPS,Temp Disk Random Write (RW)1 Throughput (MB/s),Max Remote Storage Disks (Qty.),Uncached Premium SSD IOPS,Uncached Premium SSD Throughput (MB/s),Uncached Premium SSD Burst1 IOPS,Uncached Premium SSD Burst1 Throughput (MB/s),Uncached Ultra Disk and Premium SSD v2 IOPS,Uncached Ultra Disk and Premium SSD v2 Throughput (MB/s),Uncached Burst1 Ultra Disk and Premium SSD v2 IOPS,Uncached Burst1 Ultra Disk and Premium SSD v2 Throughput (MB/s),Max NICs (Qty.),Max Network Bandwidth (Mb/s),Premium Storage,Premium Storage caching,Live Migration,Memory Preserving Updates,Generation 2 VMs,Generation 1 VMs,Accelerated Networking,Ephemeral OS Disk,Temporary local NVMe disks,Nested Virtualization,NVMe storage,Constrained core,Accelerators (Qty.),Accelerator-Memory (GB),Temp Disk Random Read (RR)1 Throughput (MBps),Temp Disk Random Write (RW)1 Throughput (MBps),Max Network Bandwidth (Mbps),VM Generation Support,Ephemeral OS Disks,Base CPU Performance of VM (%)1,Initial Credits (Qty.),Credits banked/hour (Qty.),Max Banked Credits (Qty.),Uncached Premium SSD Throughput (MBps),Uncached Premium SSD Burst1 Throughput (MBps),Local temporary storage,Temp Disk Size (GiB)1,Temp Disk Random Read (RR)2 IOPS3,Temp Disk Random Read (RR)2 Throughput (MBps)3,Uncached Ultra Disk and Premium SSD v2 Throughput (MBps),Uncached Burst1 Ultra Disk and Premium SSD v2 Throughput (MBps),Azure Disk Encryption for Linux VMs,Azure Disk Encryption for Windows VMs,"Temp Disk Random Read (RR)1,2 IOPS3","Temp Disk Random Read (RR)1,2 Throughput (MBps)3",Trusted Launch,Cores (Qty.),EPC Memory (GiB),Temp Disk Random Read (RR) IOPS,Temp Disk Random Read (RR) Throughput (MBps),EPC Memory (MiB),Accelerated Networking1,Temp Disk Random Write (RW)2 IOPS3,Temp Disk Random Write (RW)2 Throughput (MBps)3,Uncached Burst1  Ultra Disk and Premium SSD v2 IOPS,Uncached Burst1  Ultra Disk and Premium SSD v2 Throughput (MBps),Memory (GiB),Temp Disk Random Read1 IOPS,Temp Disk Sequential Read 1 Throughput (MBps),Temp Disk Random Write 1 IOPS,Temp Disk Sequential Write1 Throughput (MBps),Max Temp Storage (Qty.),Temp Storage Size (GiB),Temp ReadWrite Storage IOPS,Temp ReadWrite Storage Speed (MBps),Max Remote Storage (Qty.),Uncached Storage IOPS,Uncached Storage Speed (MBps),Uncached Storage Burst1 IOPS,Uncached Storage Burst1 Speed (MBps),Temp Disk Sequential Read1 Throughput (MBps),Temp Disk Random Write1 IOPS,Disk Cache Size (GiB),Cached Disk Random Read (RR)1 IOPS,Cached Disk Random Read (RR)1 Throughput (MBps),Accelerator Memory (GB),Hibernation,Uncached Disk IOPS,Uncached Disk Speed (MBps),Max Bandwidth (Mbps),Temp Disk Size (TB),Max Front-end NICs (Qty.),Max Front-end Bandwidth (Mbps),Max Scale-up NICS (Qty.),Max Scale-Up Bandwidth (Gbps)1,Max Scale-out NICS (Qty.),Max Scale-Out Bandwidth (TBps)2,Max Scale-Up Bandwidth (TBps)1,Max Scale-Out Bandwidth (Gbps)2,Max NVMe Disks (Qty.),NVMe Disk Size (TiB),Infiniband,NVMe Disk Size (GiB),L3 Cache (MB),Memory Bandwidth (GB/s),Base CPU Frequency (GHz),Single-core Frequency Peak (GHz),All-core Frequency Peak (GHz),Local Solid State Disks (Qty.),Local Solid State Disk Size (GiB),Backend NICs (Qty.),RDMA Performance (Gb/s),Backend Network,L3 Cache (GB),Memory Bandwidth (TB/s),Temp Disk Random Read (RR)2 Throughput (MB/s)3,Temp Disk Random Write (RW)2 Throughput (MB/s)3,Temp Disk Random Read (RR)1 IOPS,Temp Disk Random Read (RR)1 Throughput (MB/s),Temp Disk Random Write (RW)1 IOPS,Temp Disk Random Write (RW)1 Throughput (MB/s),Max Temp Disk Random Read (RR)1 IOPS,Max Temp Disk Random Read (RR)1 Throughput (MB/s),Max Temp Disk Cache Size (GiB),Max Temp Disk Burst2 IOPS,Max Temp Disk Burst2 Throughput (MB/s),Max Uncached Premium SSD IOPS,Max Uncached Premium SSD Throughput (MB/s),Max Uncached Premium SSD Burst1 IOPS,Max Uncached Premium SSD Burst1 Throughput (MB/s),Write Accelerator,Max Uncached Ultra Disk and Premium SSD v2 IOPS,Max Uncached Ultra Disk and Premium SSD v2 Throughput (MB/s),Max Temp Disk Sequential Read (SR)1 IOPS,Max Temp Disk Sequential Read (SR)1 Throughput (MB/s),Temp Disk Size (GB),Temp Disk Sequential Read1 Throughput (MB/s),Temp Disk Sequential Write1 Throughput (MB/s)
Standard_D8ls_v7,Intel Xeon 6 6973PC (Granite Rapids) [x86-64],8,,,,,,,,26,"16,000",,"45,000",,"20,000",,"56,250",,4,,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,,,Supported,,,,,,,"25,000",,,,,,,460,"1,410",,,,,540,"1,640",,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D16ls_v7,Intel Xeon 6 6973PC (Granite Rapids) [x86-64],16,,,,,,,,48,"32,000",,"75,000",,"40,000",,"93,750",,8,,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,,,Supported,,,,,,,"25,000",,,,,,,920,"1,410",,,,,"1,080","1,640",,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D32ls_v7,Intel Xeon 6 6973PC (Granite Rapids) [x86-64],32,,,,,,,,64,"64,000",,"100,000",,"80,000",,"125,000",,8,,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,,,Supported,,,,,,,"25,000",,,,,,,"1,840","1,915",,,,,"2,160","2,225",,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D48ls_v7,Intel Xeon 6 6973PC (Granite Rapids) [x86-64],48,,,,,,,,64,"96,000",,"160,000",,"120,000",,"200,000",,8,,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,,,Supported,,,,,,,"35,000",,,,,,,"2,760","2,875",,,,,"3,285","3,335",,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D64ls_v7,Intel Xeon 6 6973PC (Granite Rapids) [x86-64],64,,,,,,,,64,"128,000",,"160,000",,"160,000",,"200,000",,15,,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,,,Supported,,,,,,,"45,000",,,,,,,"3,680","3,830",,,,,"4,320","4,450",,,,,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D96ls_v7,Intel Xeon 6 6973PC (Granite Rapids) [x86-64],96,,,,,,,,64,"192,000",,"200,000",,"240,000",,"205,000",,15,,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,,,Supported,,,,,,,"70,000",,,,,,,"5,520","5,745",,,,,"6,570","6,675",,,,,,,,,,,,,,,,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D128ls_v7,Intel Xeon 6 6973PC (Granite Rapids) [x86-64],128,,,,,,,,64,"204,800",,"225,280",,"320,000",,"352,000",,15,,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,,,Supported,,,,,,,"85,000",,,,,,,"7,360","7,660",,,,,"8,640","8,895",,,,,,,,,,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Standard_D192ls_v7,Intel Xeon 6 6973PC (Granite Rapids) [x86-64],192,,,,,,,,64,"307,200",,"350,000",,"480,000",,"546,875",,15,,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,,,Supported,,,,,,,"100,000",,,,,,,"11,040","12,000",,,,,"13,140","13,930",,,,,,,,,,,,,,,,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Standard_D248ls_v7,Intel Xeon 6 6973PC (Granite Rapids) [x86-64],248,,,,,,,,64,"396,800",,"500,000",,"620,000",,"781,250",,15,,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,,,Supported,,,,,,,"150,000",,,,,,,"13,145","15,000",,,,,"16,740","19,385",,,,,,,,,,,,,,,,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D2pds_v5,Ampere Altra [Arm64],2,8,1,75,"9,375",,,,4,"3,750",,"10,000",,,,,,2,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,125,,"12,500",Generation 2,Supported,,,,,85,"1,200",Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D4pds_v5,Ampere Altra [Arm64],4,16,1,150,"19,000",,,,8,"6,400",,"20,000",,,,,,2,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,250,,"12,500",Generation 2,Supported,,,,,145,"1,200",Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D8pds_v5,Ampere Altra [Arm64],8,32,1,300,"38,000",,,,16,"12,800",,"20,000",,,,,,4,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,500,,"12,500",Generation 2,Supported,,,,,290,"1,200",Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D16pds_v5,Ampere Altra [Arm64],16,64,1,600,"75,000",,,,32,"25,600",,"40,000",,,,,,4,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,"1,000",,"12,500",Generation 2,Supported,,,,,600,"1,200",Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D32pds_v5,Ampere Altra [Arm64],32,128,1,"1,200","150,000",,,,32,"51,200",,"80,000",,,,,,8,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,2000,,"16,000",Generation 2,Supported,,,,,865,2000,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D48pds_v5,Ampere Altra [Arm64],48,192,1,"1,800","225,000",,,,32,"76,800",,"80,000",,,,,,8,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,"3,000",,"24,000",Generation 2,Supported,,,,,"1,315","3,000",Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D64pds_v5,Ampere Altra [Arm64],64,208,1,"2,400","300,000",,,,32,"80,000",,"80,000",,,,,,8,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,"4,000",,"40,000",Generation 2,Supported,,,,,"1,735","3,000",Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D2pds_v6,Azure Cobalt 100 [Arm64],2,,1,,,,,,,"3,750",,"10,000",,"4,163",,"11,100",,2,,,,,,,,,,,,,,,,,,"12,500",,,,,,,106,"1,250",,110,"37,500",90,124,"1,463",,,,,,,,,,,,"15,000",180,,,8,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D4pds_v6,Azure Cobalt 100 [Arm64],4,,1,,,,,,,"6,400",,"20,000",,"8,333",,"26,040",,2,,,,,,,,,,,,,,,,,,"12,500",,,,,,,212,"1,250",,220,"75,000",180,248,"1,463",,,,,,,,,,,,"30,000",360,,,16,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D8pds_v6,Azure Cobalt 100 [Arm64],8,,1,,,,,,,"12,800",,"20,000",,"16,666",,"26,040",,4,,,,,,,,,,,,,,,,,,"15,000",,,,,,,424,"1,250",,440,"150,000",360,496,"1,463",,,,,,,,,,,,"60,000",720,,,32,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D16pds_v6,Azure Cobalt 100 [Arm64],16,,2,,,,,,,"25,600",,"40,000",,"33,331",,"52,080",,8,,,,,,,,,,,,,,,,,,"15,000",,,,,,,848,"1,250",,440,"300,000",720,992,"1,463",,,,,,,,,,,,"120,000","1,440",,,64,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D32pds_v6,Azure Cobalt 100 [Arm64],32,,4,,,,,,,"51,200",,"80,000",,"66,662",,"104,160",,8,,,,,,,,,,,,,,,,,,"20,000",,,,,,,"1,696",2000,,440,"600,000","1,440",1984,"2,340",,,,,,,,,,,,"240,000","2,880",,,128,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D48pds_v6,Azure Cobalt 100 [Arm64],48,,6,,,,,,,"76,800",,"80,000",,"99,994",,"104,160",,8,,,,,,,,,,,,,,,,,,"30,000",,,,,,,"2,544","3,000",,440,"900,000","2,160","2,976","3,510",,,,,,,,,,,,"360,000","4,320",,,192,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D64pds_v6,Azure Cobalt 100 [Arm64],64,,4,,,,,,,"102,400",,"102,400",,"133,325",,"133,325",,8,,,,,,,,,,,,,,,,,,"40,000",,,,,,,"3,392","3,392",,880,"1,200,000","2,880","3,969","3,969",,,,,,,,,,,,"480,000","5,760",,,256,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D96pds_v6,Azure Cobalt 100 [Arm64],96,,6,,,,,,,"153,600",,"153,600",,"199,987",,"199,987",,8,,,,,,,,,,,,,,,,,,"60,000",,,,,,,"5,000","5,000",,880,"1,800,000","4,320","5,850","5,850",,,,,,,,,,,,"720,000","8,640",,,384,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D2plds_v5,Ampere Altra [Arm64],2,4,1,75,"9,375",,,,4,"3,750",,"10,000",,,,,,2,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,125,,"12,500",Generation 2,Supported,,,,,85,"1,200",Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D4plds_v5,Ampere Altra [Arm64],4,8,1,150,"19,000",,,,8,"6,400",,"20,000",,,,,,2,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,250,,"12,500",Generation 2,Supported,,,,,145,"1,200",Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D8plds_v5,Ampere Altra [Arm64],8,16,1,300,"38,000",,,,16,"12,800",,"20,000",,,,,,4,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,500,,"12,500",Generation 2,Supported,,,,,290,"1,200",Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D16plds_v5,Ampere Altra [Arm64],16,32,1,600,"75,000",,,,32,"25,600",,"40,000",,,,,,4,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,"1,000",,"12,500",Generation 2,Supported,,,,,600,"1,200",Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D32plds_v5,Ampere Altra [Arm64],32,64,1,"1,200","150,000",,,,32,"51,200",,"80,000",,,,,,8,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,2000,,"16,000",Generation 2,Supported,,,,,865,2000,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D48plds_v5,Ampere Altra [Arm64],48,96,1,"1,800","225,000",,,,32,"76,800",,"80,000",,,,,,8,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,"3,000",,"24,000",Generation 2,Supported,,,,,"1,315","3,000",Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D64plds_v5,Ampere Altra [Arm64],64,128,1,"2,400","300,000",,,,32,"80,000",,"80,000",,,,,,8,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,"4,000",,"40,000",Generation 2,Supported,,,,,"1,735","3,000",Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D2plds_v6,Azure Cobalt 100 [Arm64],2,,1,,,,,,,"3,750",,"10,000",,"4,163",,"11,100",,2,,,,,,,,,,,,,,,,,,"12,500",,,,,,,106,"1,250",,110,"37,500",90,124,"1,463",,,,,,,,,,,,"15,000",180,,,4,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D4plds_v6,Azure Cobalt 100 [Arm64],4,,1,,,,,,,"6,400",,"20,000",,"8,333",,"26,040",,2,,,,,,,,,,,,,,,,,,"12,500",,,,,,,212,"1,250",,220,"75,000",180,248,"1,463",,,,,,,,,,,,"30,000",360,,,8,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D8plds_v6,Azure Cobalt 100 [Arm64],8,,1,,,,,,,"12,800",,"20,000",,"16,666",,"26,040",,4,,,,,,,,,,,,,,,,,,"15,000",,,,,,,424,"1,250",,440,"150,000",360,496,"1,463",,,,,,,,,,,,"60,000",720,,,16,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D16plds_v6,Azure Cobalt 100 [Arm64],16,,2,,,,,,,"25,600",,"40,000",,"33,331",,"52,080",,8,,,,,,,,,,,,,,,,,,"15,000",,,,,,,848,"1,250",,440,"300,000",720,992,"1,463",,,,,,,,,,,,"120,000","1,440",,,32,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D32plds_v6,Azure Cobalt 100 [Arm64],32,,4,,,,,,,"51,200",,"80,000",,"66,662",,"104,160",,8,,,,,,,,,,,,,,,,,,"20,000",,,,,,,"1,696",2000,,440,"600,000","1,440",1984,"2,340",,,,,,,,,,,,"240,000","2,880",,,64,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D48plds_v6,Azure Cobalt 100 [Arm64],48,,6,,,,,,,"76,800",,"80,000",,"99,994",,"104,160",,8,,,,,,,,,,,,,,,,,,"30,000",,,,,,,"2,544","3,000",,440,"900,000","2,160","2,976","3,510",,,,,,,,,,,,"360,000","4,320",,,96,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D64plds_v6,Azure Cobalt 100 [Arm64],64,,4,,,,,,,"102,400",,"102,400",,"133,325",,"133,325",,8,,,,,,,,,,,,,,,,,,"40,000",,,,,,,"3,392","3,392",,880,"1,200,000","2,880","3,969","3,969",,,,,,,,,,,,"480,000","5,760",,,128,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D96plds_v6,Azure Cobalt 100 [Arm64],96,,6,,,,,,,"153,600",,"153,600",,"199,987",,"199,987",,8,,,,,,,,,,,,,,,,,,"60,000",,,,,,,"5,000","5,000",,880,"1,800,000","4,320","5,850","5,850",,,,,,,,,,,,"720,000","8,640",,,192,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D2pls_v5,Ampere Altra [Arm64],2,4,,,,,,,4,"3,750",,"10,000",,,,,,2,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,,,"12,500",Generation 2,Not supported,,,,,85,"1,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D4pls_v5,Ampere Altra [Arm64],4,8,,,,,,,8,"6,400",,"20,000",,,,,,2,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,,,"12,500",Generation 2,Not supported,,,,,145,"1,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D8pls_v5,Ampere Altra [Arm64],8,16,,,,,,,16,"12,800",,"20,000",,,,,,4,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,,,"12,500",Generation 2,Not supported,,,,,290,"1,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D16pls_v5,Ampere Altra [Arm64],16,32,,,,,,,32,"25,600",,"40,000",,,,,,4,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,,,"12,500",Generation 2,Not supported,,,,,600,"1,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D32pls_v5,Ampere Altra [Arm64],32,64,,,,,,,32,"51,200",,"80,000",,,,,,8,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,,,"16,000",Generation 2,Not supported,,,,,865,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D48pls_v5,Ampere Altra [Arm64],48,96,,,,,,,32,"76,800",,"80,000",,,,,,8,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,,,"24,000",Generation 2,Not supported,,,,,"1,315","3,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D64pls_v5,Ampere Altra [Arm64],64,128,,,,,,,32,"80,000",,"80,000",,,,,,8,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,,,"40,000",Generation 2,Not supported,,,,,"1,735","3,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D2pls_v6,Azure Cobalt 100 [Arm64],2,,,,,,,,,"3,750",,"10,000",,"4,163",,"11,100",,2,,,,,,,,,,,,,,,,,,"12,500",,,,,,,106,"1,250",,,,,124,"1,463",,,,,,,,,,,,,,,,4,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D4pls_v6,Azure Cobalt 100 [Arm64],4,,,,,,,,,"6,400",,"20,000",,"8,333",,"26,040",,2,,,,,,,,,,,,,,,,,,"12,500",,,,,,,212,"1,250",,,,,248,"1,463",,,,,,,,,,,,,,,,8,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D8pls_v6,Azure Cobalt 100 [Arm64],8,,,,,,,,,"12,800",,"20,000",,"16,666",,"26,040",,4,,,,,,,,,,,,,,,,,,"15,000",,,,,,,424,"1,250",,,,,496,"1,463",,,,,,,,,,,,,,,,16,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D16pls_v6,Azure Cobalt 100 [Arm64],16,,,,,,,,,"25,600",,"40,000",,"33,331",,"52,080",,8,,,,,,,,,,,,,,,,,,"15,000",,,,,,,848,"1,250",,,,,992,"1,463",,,,,,,,,,,,,,,,32,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D32pls_v6,Azure Cobalt 100 [Arm64],32,,,,,,,,,"51,200",,"80,000",,"66,662",,"104,160",,8,,,,,,,,,,,,,,,,,,"20,000",,,,,,,"1,696",2000,,,,,1984,"2,340",,,,,,,,,,,,,,,,64,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D48pls_v6,Azure Cobalt 100 [Arm64],48,,,,,,,,,"76,800",,"80,000",,"99,994",,"104,160",,8,,,,,,,,,,,,,,,,,,"30,000",,,,,,,"2,544","3,000",,,,,"2,976","3,510",,,,,,,,,,,,,,,,96,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
